Terminal log file
Date: 1/23/2022 - 2:25:42 PM
-----------------------------------------------
140;30.71
141;30.76
142;30.83
143;30.87
144;30.93
145;30.99
146;31.10
147;31.13
148;31.19
149;31.25
150;31.29
151;31.35
152;31.40
153;31.43
154;31.48
155;31.54
156;31.59
157;31.70
158;31.74
159;31.80
160;31.82
161;31.84
162;31.90
163;31.96
164;32.01
165;32.06
166;32.12
167;32.17
168;32.42
169;32.84
170;33.62
171;33.57
172;33.52
173;33.66
174;33.74
175;33.87
176;34.01
177;33.33
178;33.79
179;34.25
180;34.38
181;34.51
182;34.61
183;34.73
184;34.83
185;34.93
186;35.02
187;35.11
188;35.20
189;35.27
190;35.47
191;35.55
192;35.64
193;35.72
194;35.79
195;35.86
196;35.94
197;36.03
198;36.09
199;36.17
200;36.33
201;36.39
202;36.46
203;36.52
204;36.58
205;36.65
206;36.72
207;36.80
208;36.88
209;36.93
210;37.00
211;37.12
212;37.18
213;37.24
214;37.29
215;37.34
216;37.39
217;37.45
218;37.51
219;37.56
220;37.63
221;37.69
222;37.81
223;37.88
224;37.92
225;37.98
226;38.06
227;38.12
228;38.18
229;38.24
230;38.30
231;38.35
232;38.44
233;38.51
234;38.56
235;38.62
236;38.63
237;38.70
238;38.71
239;38.75
240;38.80
241;38.84
242;38.88
243;38.96
244;38.97
245;39.02
246;39.07
247;39.09
248;39.16
249;39.22
250;39.29
251;39.33
252;39.39
253;39.32
254;39.37
255;39.43
256;39.48
257;39.53
258;39.59
259;39.65
260;39.70
261;39.70
262;39.76
263;39.81
264;39.91
265;39.91
266;39.93
267;39.95
268;39.94
269;39.99
270;40.04
271;40.08
272;40.10
273;40.15
274;40.20
275;40.29
276;40.35
277;40.40
278;40.46
279;40.52
280;40.58
281;40.61
282;40.63
283;40.66
284;40.72
285;40.83
286;40.85
287;40.88
288;40.92
289;40.95
290;40.97
291;40.99
292;41.02
293;41.05
294;41.08
295;41.12
296;41.20
297;41.23
298;41.27
299;41.23
300;41.17
301;41.19
302;41.29
303;41.36
304;41.39
305;41.47
306;41.57
307;41.63
308;41.66
309;41.69
310;41.72
311;41.75
312;41.76
313;41.72
314;41.67
315;41.63
316;41.59
317;41.63
318;41.69
319;41.73
320;41.75
321;41.80
322;41.81
323;41.74
324;41.66
325;41.59
326;41.54
327;41.53
328;41.53
329;41.57
330;41.60
331;41.65
332;41.72
333;41.80
334;41.88
335;41.96
336;42.02
337;42.08
338;42.14
339;42.12
340;42.11
341;42.13
342;42.07
343;42.09
344;42.13
345;42.19
346;42.26
347;42.35
348;42.41
349;42.50
350;42.55
351;42.59
352;42.64
353;42.69
354;42.74
355;42.78
356;42.83
357;42.87
358;42.90
359;43.01
360;43.08
361;43.12
362;43.17
363;43.20
364;43.23
365;43.27
366;43.29
367;43.31
368;43.34
369;43.39
370;43.41
371;43.46
372;43.46
373;43.48
374;43.45
375;43.49
376;43.51
377;43.51
378;43.53
379;43.56
380;43.60
381;43.56
382;43.57
383;43.57
384;43.58
385;43.59
386;43.62
387;43.65
388;43.67
389;43.69
390;43.77
391;43.82
392;43.86
393;43.90
394;43.93
395;43.97
396;43.99
397;43.99
398;44.00
399;44.01
400;44.03
401;44.03
402;43.98
403;44.03
404;44.05
405;44.07
406;44.09
407;44.13
408;44.12
409;44.12
410;44.13
411;44.17
412;44.19
413;44.24
414;44.27
415;44.29
416;44.33
417;44.32
418;44.33
419;44.34
420;44.34
421;44.34
422;44.35
423;44.34
424;44.35
425;44.36
426;44.37
427;44.37
428;44.41
429;44.40
430;44.39
431;44.36
432;44.38
433;44.37
434;44.38
435;44.41
436;44.43
437;44.44
438;44.43
439;44.43
440;44.47
441;44.41
442;44.32
443;44.38
444;44.43
445;44.48
446;44.49
447;44.52
448;44.55
449;44.60
450;44.64
451;44.66
452;44.66
453;44.70
454;44.71
455;44.73
456;44.75
457;44.77
458;44.78
459;44.80
460;44.82
461;44.84
462;44.87
463;44.91
464;44.92
465;44.93
466;44.95
467;44.97
468;44.98
469;45.01
470;45.03
471;45.03
472;45.05
473;45.03
474;44.98
475;44.99
476;44.97
477;44.98
478;44.99
479;45.00
480;45.02
481;45.04
482;45.05
483;45.08
484;45.15
485;45.20
486;45.20
487;45.23
488;45.22
489;45.08
490;45.14
491;45.17
492;45.19
493;45.20
494;45.19
495;45.17
496;45.16
497;45.20
498;45.20
499;45.21
500;45.23
501;45.21
502;45.24
503;45.29
504;45.25
505;45.14
506;45.05
507;45.08
508;45.16
509;45.19
510;45.20
511;45.20
512;45.19
513;45.22
514;45.19
515;45.21
516;45.15
517;45.14
518;45.15
519;45.16
520;45.14
521;45.14
522;45.15
523;45.18
524;45.19
525;45.20
526;45.23
527;45.23
528;45.23
529;45.26
530;45.22
531;45.12
532;45.14
533;45.21
534;45.25
535;45.23
536;45.23
537;45.25
538;45.27
539;45.32
540;45.36
541;45.40
542;45.46
543;45.50
544;45.52
545;45.55
546;45.59
547;45.62
548;45.65
549;45.69
550;45.71
551;45.72
552;45.75
553;45.77
554;45.79
555;45.81
556;45.84
557;45.85
558;45.86
559;45.87
560;45.88
561;45.90
562;45.91
563;45.92
564;45.94
565;45.95
566;45.97
567;45.98
568;46.00
569;46.02
570;46.05
571;46.07
572;46.09
573;46.11
574;46.15
575;46.16
576;46.17
577;46.19
578;46.19
579;46.21
580;46.23
581;46.22
582;46.24
583;46.26
584;46.30
585;46.32
586;46.35
587;46.39
588;46.41
589;46.41
590;46.41
591;46.42
592;46.43
593;46.44
594;46.46
595;46.48
596;46.49
597;46.51
598;46.51
599;46.53
600;46.54
601;46.52
602;46.49
603;46.45
604;46.44
605;46.42
606;46.42
607;46.40
608;46.41
609;46.44
610;46.46
611;46.49
612;46.51
613;46.52
614;46.53
615;46.56
616;46.56
617;46.59
618;46.62
619;46.64
620;46.65
621;46.64
622;46.66
623;46.73
624;46.76
625;46.76
626;46.78
627;46.81
628;46.82
629;46.83
630;46.85
631;46.86
632;46.87
633;46.87
634;46.88
635;46.89
636;46.92
637;46.94
638;46.97
639;46.99
640;47.00
641;47.02
642;47.03
643;47.04
644;47.03
645;47.04
646;47.06
647;47.07
648;47.09
649;47.11
650;47.11
651;47.08
652;47.04
653;47.00
654;46.97
655;46.97
656;46.97
657;46.96
658;46.98
659;47.03
660;47.05
661;47.07
662;47.09
663;47.08
664;47.04
665;47.05
666;47.00
667;46.95
668;46.83
669;46.83
670;46.87
671;46.90
672;46.92
673;46.94
674;46.98
675;46.94
676;46.96
677;46.98
678;46.97
679;46.99
680;46.98
681;47.00
682;47.01
683;47.03
684;47.07
685;47.08
686;47.11
687;47.13
688;47.16
689;47.20
690;47.22
691;47.24
692;47.25
693;47.26
694;47.26
695;47.28
696;47.28
697;47.29
698;47.30
699;47.33
700;47.39
701;47.40
702;47.44
703;47.47
704;47.49
705;47.48
706;47.48
707;47.47
708;47.44
709;47.43
710;47.44
711;47.44
712;47.47
713;47.48
714;47.52
715;47.55
716;47.57
717;47.59
718;47.61
719;47.63
720;47.65
721;47.66
722;47.65
723;47.66
724;47.65
725;47.65
726;47.65
727;47.65
728;47.67
729;47.67
730;47.69
731;47.71
732;47.73
733;47.74
734;47.76
735;47.77
736;47.80
737;47.81
738;47.83
739;47.84
740;47.85
741;47.85
742;47.85
743;47.85
744;47.86
745;47.85
746;47.86
747;47.87
748;47.87
749;47.87
750;47.86
751;47.86
752;47.86
753;47.88
754;47.89
755;47.92
756;47.95
757;47.95
758;47.97
759;47.98
760;47.98
761;48.02
762;48.02
763;48.02
764;48.03
765;48.02
766;48.03
767;48.03
768;48.03
769;48.04
770;48.03
771;48.05
772;48.06
773;48.06
774;48.06
775;48.08
776;48.08
777;48.08
778;48.09
779;48.09
780;48.08
781;48.07
782;48.06
783;48.03
784;48.02
785;48.00
786;48.00
787;48.01
788;48.02
789;48.01
790;48.03
791;48.03
792;48.03
793;48.06
794;48.07
795;48.09
796;48.11
797;48.11
798;48.10
799;48.11
800;48.11
801;48.13
802;48.16
803;48.15
804;48.15
805;48.16
806;48.15
807;48.16
808;48.16
809;48.17
810;48.18
811;48.18
812;48.17
813;48.19
814;48.17
815;48.17
816;48.15
817;48.16
818;48.16
819;48.16
820;48.17
821;48.16
822;48.15
823;48.15
824;48.13
825;48.15
826;48.15
827;48.17
828;48.16
829;48.16
830;48.17
831;48.18
832;48.18
833;48.18
834;48.19
835;48.21
836;48.23
837;48.23
838;48.23
839;48.25
840;48.25
841;48.27
842;48.28
843;48.29
844;48.30
845;48.30
846;48.30
847;48.32
848;48.33
849;48.32
850;48.33
851;48.33
852;48.32
853;48.31
854;48.33
855;48.31
856;48.30
857;48.30
858;48.29
859;48.29
860;48.28
861;48.29
862;48.30
863;48.31
864;48.33
865;48.36
866;48.37
867;48.37
868;48.37
869;48.36
870;48.36
871;48.36
872;48.36
873;48.39
874;48.39
875;48.40
876;48.41
877;48.43
878;48.46
879;48.47
880;48.47
881;48.49
882;48.51
883;48.52
884;48.54
885;48.54
886;48.55
887;48.55
888;48.58
889;48.59
890;48.58
891;48.58
892;48.58
893;48.58
894;48.58
895;48.59
896;48.62
897;48.62
898;48.62
899;48.62
900;48.62
901;48.62
902;48.64
903;48.64
904;48.68
905;48.68
906;48.68
907;48.67
908;48.67
909;48.68
910;48.69
911;48.71
912;48.71
913;48.73
914;48.75
915;48.76
916;48.75
917;48.73
918;48.72
919;48.69
920;48.72
921;48.74
922;48.75
923;48.75
924;48.71
925;48.65
926;48.63
927;48.65
928;48.66
929;48.67
930;48.68
931;48.69
932;48.69
933;48.71
934;48.70

-----------------------------------------------
Date: 1/23/2022 - 2:41:39 PM
End log file
